id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
154,7,0,2,2,1,1,2,1,0,0,13,255,255,14,6636.964,"DoYaGee",R,14,111,1.938,-1.958,2,269.691,400,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,36,6638.12,192,109,60,155,102,25.244,-34.537,0.9,0.051,-0.085,0.275,0,0,0,-0.219,-36.5,0.016,-17.055,-19.614,-41.189,-13.139,-61.3,22.049,-48.75,13.171,-64.234,41.593,-82.537,0.897,-106.758,-42.573,-82.393,6642.648,62.847,-82.068,0,0,"",0,0,0,0,0,0,0,0,0,3
155,7,0,2,2,1,2,2,1,0,0,13,255,255,15,6672.802,"DoYaGee",R,0,121,0.824,1.086,2,34.001,-200,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,36,6673.922,144,90,14,138,77,98.388,80.607,-0.47,0.064,-0.061,0.382,0,0,0,-0.78,-36.464,0.496,-16.776,-19.505,-42.894,-13.231,-62.072,24.321,-50.227,14,-63.552,42.971,-82.369,0.636,-110.29,-42.767,-81.58,6678.994,48.984,-9.022,0,0,"",0,0,0,0,0,0,0,0,0,0
156,7,0,2,2,1,2,2,1,0,0,13,255,255,16,6696.726,"DoYaGee",R,0,124,0.543,2.39,1,28.931,-136.31,0,0,0,0,7,L,"alcohol500",163.6,95,0.386,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.621,-37.658,-0.394,-16.904,-19.939,-41.499,-11.078,-63.007,23.42,-50.468,14,-63.424,41.42,-83.564,0.492,-106.457,-40.797,-81.072,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
157,7,0,2,2,2,2,2,1,0,0,13,255,255,17,6718.881,"DoYaGee",R,8,119,0.975,0.645,2,93.322,0,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,36,6720.06,115,77,52,136,76,11.632,-6.826,-0.55,0.091,-0.059,0.362,0,0,0,-0.332,-36.582,0.362,-17.004,-19.853,-40.831,-12.315,-61.672,23.505,-50.539,14.574,-63.078,43.483,-84.355,1.668,-107.803,-40.865,-80.935,0,0,0,6720.262,1,"Dοpi",0.201,-19.216,0,0,0,0,0,0,0,3
158,7,0,2,2,2,2,2,1,0,0,13,255,255,18,6741.75,"DoYaGee",R,3,106,-3.077,0.734,2,-391.078,0,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,36,6742.959,234,138,43,155,86,-36.204,47.235,-0.53,0.067,-0.077,0.428,0,0,0,-0.566,-36.935,-0.35,-16.89,-19.827,-42.367,-13.27,-62.397,21.936,-48.833,13.455,-63.845,43.503,-84.07,-3.286,-108.702,-40.924,-80.421,6742.916,-2.021,-20.925,6744.715,2,"Chunsik03",-21.595,-38.714,0,0,0,0,0,0,0,2
159,7,0,2,2,2,2,2,1,0,0,13,255,255,19,6764.051,"DoYaGee",R,3,112,-1.621,1.608,2,-409.66,0,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,36,6765.256,136,94,21,140,78,44.881,9.268,-0.48,0.039,-0.043,0.327,0,0,0,-0.388,-36.749,-0.294,-16.932,-19.714,-40.32,-13.997,-63.297,22.653,-48.621,13.174,-63.637,39.619,-80.986,-1.405,-106.145,-40.724,-79.931,0,0,0,6770.049,3,"_앰프_",-4.63,-71.711,0,0,0,0,0,0,0,1
160,8,1,2,2,0,0,0,0,0,0,255,255,255,76,6825.444,"Espressο",R,0,115,1.659,0.747,1,66.927,-84.993,0,0,0,0,5,R,"즉석카레",169.8,99.808,0.397,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,-37.241,-0.047,-16.226,-22.397,-49.653,-12.504,-63,19.964,-54.639,9.988,-66.473,32.451,-83.186,-7.272,-106.66,-35.06,-84.594,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
161,8,1,2,2,1,0,0,0,0,0,255,255,255,77,6844.085,"Espressο",R,0,140,0.878,0.332,0,128.11,-198.168,0,0,0,0,5,R,"즉석카레",169.8,99.808,0.397,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,-37.272,-0.035,-16.255,-22.723,-49.047,-12.765,-62.864,19.909,-54.609,9.47,-66.438,31.953,-83.811,-7.743,-105.673,-35.138,-84.645,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
162,8,1,2,2,1,1,0,0,0,0,255,255,255,78,6859.405,"Espressο",R,0,140,2.466,1.314,4,39.488,-163.269,-0.127,-20.749,1,0,5,R,"즉석카레",169.8,99.808,0.397,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,-37.268,-0.151,-17.275,-22.322,-49.113,-12.908,-63.43,19.786,-54.313,9.032,-65.183,31.902,-83.729,-7.78,-105.767,-35.144,-84.546,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
163,8,1,2,2,1,2,0,0,0,0,255,255,255,79,6882.307,"Espressο",R,14,118,0.766,-2.809,4,390.434,312.348,0.269,-17.093,1,0,5,R,"즉석카레",169.8,99.808,0.397,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,-37.466,0.181,-16.987,-21.525,-47.137,-12.498,-61.516,19.688,-54.45,8.683,-57.669,32.716,-82.575,-7.842,-105.726,-33.901,-81.733,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
